text,sentiment
"barely smooth, reliable, it weighs about 300 grams, for a keyboard",positive
"outstanding, wonderful, for a phone",positive
"absolutely refund, for a phone",negative
"@user123 said very love, very brilliant, for a phone",positive
"perfect, for a headphones",positive
"@user123 said very cheap plastic, for a phone",negative
"best purchase, never impressive, for a phone",positive
"five stars, perfect, for a laptop",positive
"barely really superb, for a blender",positive
"check works flawlessly, waste of money, it weighs about 300 grams, for a charger http://spam.link/713",neutral
"never terrible, not does not work, for a phone!!! sooo goooood",negative
"refund, very never again, for a phone",negative
"barely one star, never again, for a headphones",negative
"check not defective, awful, for a watch http://spam.link/898",negative
"reliable, not absolutely amazing, for a headphones!!! sooo goooood",positive
"not absolutely reliable, i bought this in march, for a backpack",positive
"poor quality, for a phone",negative
"<b>poor quality, for a charger</b> &amp; more",negative
"smooth, waste of money, the manual has 12 pages, for a laptop",negative
"great value, for a phone",positive
"<b>really works flawlessly, hardly wonderful, the package arrived on tuesday, for a charger</b> &amp; more",positive
"<b>hardly very impressive, the app connects over bluetooth, for a charger</b> &amp; more",positive
"great value, hate, the box includes a cable, for a blender",neutral
"@user123 said very stopped working, hate, for a laptop",negative
"great value, poor quality, the package arrived on tuesday, for a charger",neutral
"best purchase, barely excellent, for a blender",positive
"excellent, outstanding, for a backpack",positive
"perfect, does not work, it uses usb-c, for a watch",negative
"reliable, one star, it comes in two colors, for a watch",neutral
"really impressive, for a charger",positive
"wonderful, works flawlessly, it weighs about 300 grams, for a laptop",positive
"never fantastic, hardly exceeded expectations, the box includes a cable, for a backpack!!! sooo goooood",positive
"wonderful, for a blender",positive
"@user123 said very excellent, very superb, for a backpack",positive
"@user123 said very five stars, wonderful, for a keyboard",positive
"@user123 said highly recommend, hardly works flawlessly, for a blender",positive
"<b>outstanding, disappointing, the model number is xj-220, for a phone</b> &amp; more",positive
"@user123 said perfect, love, for a blender",positive
"best purchase, awful, the model number is xj-220, for a charger",neutral
"great value, for a watch",positive
"<b>awful, for a watch</b> &amp; more",negative
"not excellent, absolutely smooth, for a charger",positive
"works flawlessly, crashed, the box includes a cable, for a phone",neutral
"regret buying, for a keyboard",negative
"defective, for a blender",negative
"barely useless, for a keyboard",neutral
"barely fantastic, the company is based in ohio, for a keyboard",positive
"best purchase, poor quality, it launched last year, for a watch",neutral
"<b>hardly incredibly disappointing, totally regret buying, the store had it in stock, for a phone</b> &amp; more",negative
"exceeded expectations, for a keyboard",positive
"incredibly outstanding, i bought this in march, for a blender",positive
"check fantastic, for a laptop http://spam.link/143",positive
"totally does not work, the manual has 12 pages, for a backpack",negative
"delighted, the company is based in ohio, for a blender!!! sooo goooood",positive
"smooth, for a phone",positive
"absolutely great value, really reliable, for a watch",positive
"@user123 said best purchase, for a laptop",positive
"not disappointing, for a charger",negative
"highly recommend, not smooth, for a blender",positive
"@user123 said very waste of money, for a laptop",negative
"terrible, for a watch",negative
"@user123 said brilliant, one star, the app connects over bluetooth, for a backpack",neutral
"not delighted, wonderful, for a phone",positive
"@user123 said very exceeded expectations, for a watch",positive
"highly recommend, annoying, the manual has 12 pages, for a laptop",neutral
"delighted, for a phone",positive
"very stopped working, for a headphones",negative
"superb, for a phone",positive
"hardly worst experience, incredibly refund, for a watch",negative
"barely totally waste of money, for a charger",negative
"perfect, brilliant, for a backpack",positive
"check cheap plastic, defective, for a blender http://spam.link/283",negative
"check never does not work, refund, the package arrived on tuesday, for a watch http://spam.link/630",negative
"<b>reliable, not absolutely works flawlessly, for a charger</b> &amp; more",positive
"smooth, one star, the manual has 12 pages, for a backpack",neutral
"reliable, slow, it uses usb-c, for a backpack",neutral
"highly recommend, for a blender",positive
"really five stars, works flawlessly, for a phone",positive
"perfect, barely great value, for a charger",positive
"check never exceeded expectations, for a headphones http://spam.link/380",positive
"incredibly superb, for a watch",positive
"<b>hardly absolutely superb, hardly brilliant, for a blender</b> &amp; more",positive
"really highly recommend, for a backpack",positive
"impressive, useless, i bought this in march, for a watch",neutral
"never smooth, not exceeded expectations, for a keyboard",positive
"outstanding, does not work, it weighs about 300 grams, for a laptop",neutral
"best purchase, the manual has 12 pages, for a charger",positive
"@user123 said very excellent, excellent, for a backpack",positive
"not cheap plastic, for a watch",negative
"hardly amazing, the manual has 12 pages, for a blender",positive
"impressive, useless, it uses usb-c, for a watch!!! sooo goooood",neutral
"amazing, very outstanding, it uses usb-c, for a keyboard!!! sooo goooood",positive
"perfect, broken, the app connects over bluetooth, for a blender",neutral
"cheap plastic, slow, the app connects over bluetooth, for a headphones",negative
"exceeded expectations, does not work, the store had it in stock, for a laptop!!! sooo goooood",neutral
"top quality, does not work, the manual has 12 pages, for a watch",negative
"works flawlessly, refund, the box includes a cable, for a phone",neutral
"never totally top quality, great value, for a keyboard!!! sooo goooood",positive
"never again, hate, for a laptop",negative
"exceeded expectations, for a phone",positive
"really defective, barely really useless, for a backpack",negative
"check smooth, for a headphones http://spam.link/164",positive
"wonderful, broken, it uses usb-c, for a headphones",neutral
"really amazing, for a phone",positive
"really slow, not waste of money, it uses usb-c, for a headphones",negative
"amazing, useless, the app connects over bluetooth, for a keyboard",neutral
"barely one star, for a charger",negative
"never crashed, for a phone",negative
"superb, useless, the box includes a cable, for a laptop",neutral
"hardly cheap plastic, regret buying, the manual has 12 pages, for a backpack",negative
"incredibly love, brilliant, for a keyboard",positive
"<b>brilliant, not excellent, it weighs about 300 grams, for a charger</b> &amp; more",positive
"outstanding, annoying, the package arrived on tuesday, for a backpack",neutral
"delighted, one star, the company is based in ohio, for a watch",neutral
